Artist,Title,Album,Date,Lyric,Year
Ariana Grande,The Honeymoon Tour Costumes,Ariana Grande,2015-02-25,disclaimer all types for each act  bang banghands on mebaby i best mistakebreak your heart right backbe my baby right therethe waypink champagnetattooed heart one last time why try my everythingjust a little bit of your heart love me harderall my lovehoneymoon avenuebreak free problem,2015
Ariana Grande,Confused,Unreleased Songs,None,lyrics for this song have yet to be released please check back once the song has been released,None
Ariana Grande,Topless,,None,lyrics for this song have yet to be released please check back once the song has been released,None
Ariana Grande,Far Away,,None,released in 09,None
Ariana Grande,Piano (Early Version),,None,i could write a song with my new piano i could sing about how love is a fucking battle not hard it's not hard it's not hard it's not hard it's not hard it's not hard it's not hard it's not hard  and i could sing about cupid and his shooting arrow in the end you'll find out that my heart was mastered by love by love it's so hard so hard real hard real hard it's that hard it's that hard  but i'd rather kiss another man who plays the trombone that makes you wanna dance don't it make you wanna dance but i'd rather make a song they can play on the radio that makes you wanna grab your lover's hand  so hold up and take it through the night and you should follow through to make it alright now grab each others' hands get 'em up i wanna see you rock to the piano the piano  i could write a song by my new piano i could sing about how love is a fucking battle not hard it's not hard it's not hard it's not hard it's not hard it's not hard it's not hard it's not hard  and i could sing about cupid and his shooting arrow in the end you'll find out that my heart was battered real hard it's not hard so hard so hard real hard it's not hard it's not hard it's not hard  but i'd rather kiss another man who plays the trombone that makes you wanna dance don't it make you wanna dance but i'd rather make a song they can play on the radio that makes you wanna grab your lover's hand  so hold up and take it through the night and you should follow through to make it alright now grab each others' hands get 'em up i wanna see you rock to the piano the piano  so hold up and take it through the night and you should follow through to make it alright now grab each others' hands get 'em up i wanna see you rock to the piano the piano  i'd rather tell you about how i'm feeling boy and how i'm doing shit my way if i got my piano then i know i'd be okay baby  so hold up and take it through the night and you should follow through to make it alright now grab each others' hands get 'em up i wanna see you rock to the piano the piano  so hold up and take it through the night and you should follow through to make it alright now grab each others' hands get 'em up i wanna see you rock to the piano the piano  so hold up and take it through the night and you should follow through to make it alright now grab each others' hands get 'em up i wanna see you rock to the piano the piano  i could write a song by my new piano i could sing about how love is a losing battle it's not hard it's not hard it's not hard it's not hard it's not hard it's not hard it's not hard,None
Ariana Grande,She Got Her Own (Demo Edit),,2017-07-15,ladies in the buildin' probably makin' more than you he make that money but i bet she got her own  you know you know she got her own  ladies in the buildin' probably makin' more than you he make that money but i bet she got her own  you know you know you know you know she got her own  ladies in the buildin' ladies in the she got her own  she got her own  ladies in the buildin' ladies in the buildin' she got her own  she got her own  ladies in the buildin' probably makin' more than you he make that money but i bet she got her own  you know you know she got her own  she got her own  ladies in the buildin' she got her own  she got her own ladies in the buildin'  she got her own  she got her own ladies in the buildin' she got her own ladies in the buildin'  she got her own,2017
Ariana Grande,Open Letter Critiquing Sexism,,None,being empowered is not the same as being a bitch having something to say is not the same as having a bad attitude  what i meant when i said what i said about not being sean's ex is that i am tired of living in a world where women are mostly referred to as a man's past present or future property  possession i do not belong to anyone but myself and neither do you i have clearly not been having the boy questions in my interviews lately because i have come to the realization that i have so much more to talk about i'm currently making the best music i've ever made in my life having the best time of my life on tour with some of the greatest people i've ever known working my ass off every single day performing  creating for my babes and getting the chance to meet and hug my babes all over the world every day  i come from a long bloodline of female activists my aunt judy was the first italian american female president of the national press club in washington dc i think she would have been proud of me for speaking up about something that has been bothering me personally for so long gloria steinem published an article in 969 titled after black power women's liberation and 46 years later we're still not quite there yet if a women has a lot of sex or any sex for that matter she's a slut if a man has sex he's a stud a bossssss a king if a woman even talks about sex openly she is shamed but if a man talks or raps freely about all the women or more commonly used bitcheshoes how lovely he's had he is regaled if a woman is seen with a friend with a penis there is an immediate assumption of romance or sex and she is labeled if a man is seen with a woman his status is elevated  celebrated aww shiiit he smashed  i know y'all already know this but the double standard and misogyny are still ever present i can't wait to live in a world where people are not valued by who they're dating  married to  attached to having sex with or not  seen with but by their value as an individual  i want the people reading this to know that they are more than enough on their own i want the media to please help me with this please support each other i'm saying this after literally 8 years of feeling like i constantly had to have a boy by my side after being on my own now for a few months i am realizing that that's just not the case i have never felt more present grounded and satisfied i've never laughed harder or had more fun or enjoyed my life more  one more thought my honeymoon diaries are my way of sharing absolutely as much as i can with my fans that is something i have done since day one and never plan on changing it is a safe environment for me to be myself and share funny special personal things with my fans and to laugh about silly things i've done  things i'm going through i don't plan on monitoring or changing that because there are more eyes on me now than there were before i love y'all with all my heart you've accepted and celebrated me not only as an artist but as a person since day one and and nothing will change that or change me  any woman who chooses to behave like a full human being should be warned that the armies of the status quo will treat her as something of a dirty joke she will need her sisterhood  gloria steinem,None
Ariana Grande,Touch It (Final Fantasy Brave Exvius Remix),,None,baby ain't nobody gonna baby ain't nobody gonna baby ain't nobody gonna  how do i make the phone ring why do i even care how are you all around me when you're not really there when you're not really there hey yeah how do i feel you on me when you're not on my skin why do you say you want me then tell me you're not coming in oh yeah baby just come on in   oh 'cause every time i'm with you i go into a zone and i remember all the places you wanna go take me all the way ain't nobody gonna touch it touch it touch it 'cause every time i see you i don't wanna behave i'm tired of being patient so let's pick up the pace take me all the way ain't nobody gonna touch it touch it touch it  interlude touch it touch it touch it baby whoa yeah oh ain't nobody gonna touch it touch it touch it baby ain't nobody gonna touch it touch it touch it baby ain't nobody gonna touch it touch it touch it oh ain't nobody gonna touch it oh no babe   remind me why we're taking a break it's obviously insane 'cause we both know what we want so why don't we fall in love baby let's be in love   'cause every time i'm with you i go into a zone and i remember all the places you wanna go take me all the way no ain't nobody gonna touch it touch it touch it ain't nobody gonna 'cause every time i see you i don't wanna behave behave i'm tired of being patient so let's pick up the pace take me all the way ooh ain't nobody gonna touch it touch it touch it,None
Ariana Grande,One Last Time (Marshmello Remix),,2015-07-19,i was a liar i gave in to the fire i know i shouldve fought it at least im being honest feel like a failure 'cause i know that i failed you i shouldve done you better 'cause you dont want a liar  pre and i know and i know and i know she gives you everything but boy i couldnt give it to you and i know and i know and i know that you got everything but i got nothing here without you   so one last time i need to be the one who takes you home one more time i promise after that ill let you go baby i dont care if you got her in your heart wake up in my arms baby i dont care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home  buildup her in my heart her in my heart her in my heart her in my heart her in my her in my her in my her in my her in her in her in her in my heart  drop her in my heart   i dont deserve it i know i dont deserve it but stay with me a minute i swear ill make it worth it cant you forgive me at least just temporarily i know that this is my fault i should have been more careful  pre and i know and i know and i know she gives you everything but boy i couldnt give it to you and i know and i know and i know that you got everything but i got nothing here without you baby   so one last time i need to be the one who takes you home one more time i promise after that ill let you go baby i dont care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home  buildup baby i dont care if you got her in your heart i know i shouldve fought it at least im being honest wake up in my arms please stay with me a minute i swear ill make it worth it yeah her in my heart her in my heart her in my heart her in my heart her in my her in my her in my her in my her in her in her in her in my heart   i dont care if you got her in your heart wake up in my arms,2015
Ariana Grande,Everyday [DWT Version],,2017-02-03,² ariana grande anytime i'm alone i can't help thinking about you all i want all i need all i see is just me and you  pre ariana grande he giving me that good shit that make me not quit that good shit he giving me that good shit that make me not quit that good shit   ariana grande  future oh he give it to me everyday everyday everyday every he give it to me everyday everyday everyday every oh he give it to me everyday everyday everyday every he give it to me everyday everyday everyday every   ariana grande anytime anywhere baby boy i can misbehave breathe me in breathe me out feel me i'm running through your veins  pre ariana grande he giving me that good shit that make me not quit that good shit he giving me that good shit that make me not quit that good shit   ariana grande  future oh he give it to me everyday everyday everyday every he give it to me everyday everyday everyday every oh he give it to me everyday everyday everyday every he give it to me everyday everyday everyday every  refrain ariana grande  future he make me go la la la la la la la la la la la la la la everyday every la la la la la la la la la la la la la la everyday every   future i put that work on you everyday when the night fall 'til the sun come up you done fell in love with a bad guy i don't compromise my passion you know what you do for me i'm doing the same for you i don't be trippin' or makin' mistakes i made too many in my past that's right i fight for the things you believe in i got your body and put it in drive baby like i got keys in we 'bout to take us a vacation i'm 'bout to put all this vintage lovin' on you baby like it was the late 80s when you ride on me baby rotate it  pre ariana grande he giving me that good shit that make me not quit that good shit   ariana grande  future oh he give it to me everyday everyday everyday every he give it to me everyday everyday everyday every oh he give it to me everyday everyday everyday every he give it to me everyday everyday everyday every  refrain ariana grande  future he make me go la la la la la la la la la la la la la la everyday every la la la la la la la la la la la la la la everyday every   ariana grande  future give it to me to me she got me on it oh he give it to me every day she got me on it,2017
Ariana Grande,Butterfly*,,None,lyrics for this song have yet to be released please check back once the song has been released,None
Ariana Grande,"Thank u, next (Quotes)",,2018-11-30,colleen ballinger one time on twitter i heard ariana was pregnant so i got pregnant so we can pregnant at the same time turns out it was just a rumor  jonathan bennett ariana grande told me my hair looks sexy pushed back she's not wrong  stefanie drummond ariana broke off an engagement so i found a guy to propose to me and i broke off an engagement  troye sivan i heard she's a lesbian now and dating some chick called aubrey it's fucking sick  scott nicholson i heard if you recorded her snoring and play it backwards it sounds like fantasia  gabi demartino ariana said honest to god knock me out so i decided to punch myself in the face it was awesome  ariana grande i mean he was really cute you know he was really cute and it was it was really big  jennifer coolidge well i've only gone out with one guy that had a big front tooth and i liked it 'cause he never got anything stuck in the front teeth but have you ever gone out with someone that had no teeth at all  ariana grande no  kris jenner thank u next bitch,2018
Ariana Grande,Love Me Harder (DJ Class Remix),The Remix,2015-05-25,love me harder lololove me harder love me harder lololove me harder lololove me harder lololove me harder love me harder love love me harder love me harhard hard love me harhard hard love me harharhard love me harhard hard love me harhard hard love me harhard   'cause if you want to keep me you gotta gotta gotta gotta got to love me harhard hard love me harhard and if you really need me you gotta gotta gotta gotta got to love me harder lololove me harder oohoohoohooh love me love me love me oohoohoohooh harder harder harder oohoohoohooh love me love me love me oohoohoohooh harder harder harder   lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove lololololo lolololololololololove   harder harder harder,2015
Ariana Grande,In The Moment (Demo),Unreleased Songs,None,snippet  la la la la la la la la la hooh lets do what we want that shits beautiful just stay where we are right here in the moment i know we just met but,None
Ariana Grande,Bang Bang (Dada Life Remix),The Remix,2015-05-25,bang bang bang bang hey bang bang bang bang ahhh hey bang bang bang bang hey bang bang bang bang ahhh hey bang bang bang bang ahhh hey  drop hey ahhh hey hey ahhh hey  hook jessie j bang bang into the room i know you want it bang bang all over you ill let you have it wait a minute let me take you there ah wait a minute 'til you ahhh hey bang bang there goes your heart i know you want it back back seat of my car ill let you have it wait a minute let me take you there ah wait a minute 'til you ahhh hey  break bang bang bang bang ahhh hey  drop hey ahhh hey hey ahhh hey   bang bang bang bang hey bang bang bang bang ahhh hey bang bang bang bang hey bang bang bang bang ahhh hey,2015
Ariana Grande,The Way (Sidney Samson Remix),The Remix,2015-05-25,you give me that kinda something want it all the time need it every day day day day on a scale of one to ten im at 00 never get enough i cant stay away way way way  predrop if you want i got it i got it every day you can get whatever you need from me stay by your side ill never leave ya and i aint going nowhere 'cause youre a keeper kekekeeper   drop  you give me that kinda something want it all the time need it every day day day day scale of one to ten im at 00 never get enough i cant stay away way way way  predrop if you want i got it i got it every day you can get whatever you need from me stay by your side ill never leave ya and i aint going nowhere 'cause youre a keeper kekekeeper   drop,2015
Ariana Grande,Shut It Down,,None,lyrics for this song have yet to be released please check back once the song has been released,None
Ariana Grande,Female (Dangerous Woman Tour Visual),,2017-02-03,not asking for lady like irreverent wild free not asking for it playful willful raw gentle ferocious not asking for it sexual sensual soft hard divine strong divine human female,2017
Ariana Grande,Sweetener World Tour Special Guests,Ariana Grande,2019-03-20,march 0 09 boston massachusetts  chainz  rule the world march 5 09 washington dc victoria monét  got her own april  09 montreal quebec canada victoria monét  monopoly april 4 09 indio california coachella nicki minaj  bang bang and side to side diddy and mae  mo money mo problems april  09 indio california coachella justin bieber  sorry may 7 09 los angeles california victoria monét  monopoly may 0 09 inglewood california victoria monét  monopoly may  09 las vegas nevada victoria monét  monopoly august 4 09 chicago illinois lollapalooza social house  boyfriend november 9 09 atlanta georgia matt bennett  i think you're swell liz gillies  give it up,2019
Ariana Grande,Problem (Solo Version),Ariana Grande,2017-02-03,hey baby even though i hate ya i wanna love ya i want you and even though i can't forgive ya i really want to i want you tell me tell me baby why can't you leave me 'cause even though i shouldn't want it i gotta have it i want you  pre head in the clouds got no weight on my shoulders i should be wiser and realize that i've got   one less problem without ya i got one less problem without ya i got one less problem without ya i got one less one less problem one less problem without ya i got one less problem without ya i got one less problem without ya i got one less one less problem   i know you're never gonna wake up i gotta give up but it's you i know i shouldn't ever call back or let you come back but it's you every time you touch me and say you love me i get a little bit breathless i shouldn't want it but it's you  pre head in the clouds got no weight on my shoulders i should be wiser and realize that i've got   one less problem without ya i got one less problem without ya i got one less problem without ya i got one less one less problem one less problem without ya i got one less problem without ya i got one less problem without ya i got one less one less problem  pre head in the clouds got no weight on my shoulders i should be wiser and realize that i've got   one less problem without ya i got one less problem without ya no babe i got one less problem without ya i got one less one less problem one less problem without ya i got one less problem without ya i got one less problem without ya i got one less one less problem problem baby i got one less problem without ya i got one less one less yeah i got one less one less problem,2017
Ariana Grande,All i want,,None,lyrics from snippet  all i want is love all i need is love from you from you,None
Ariana Grande,​love u (StarFox Remix),Love U - EP,2020-02-24,how do i make the phone ring why do i even care how are you all around me when you're not really there mmm when you're not really there ah yeah mmm how do i feel you on me when you're not on my skin why do you say you want me then tell me you're not coming in oh yeah baby just come on in ooh yeah how do you know i'm breathing when i'm holding my breath why don't we face the danger just for the night and forget oh ayy baby let's just forget ooh remind me why we're taking a break it's obviously insane 'cause we both know what we want so why don't we fall in love   baby let's fall in love ooh baby let's fall in love ooh baby let's fall in love ooh baby let's fall baby let's fall baby let's fall in love    i just broke up with my ex now im out here single i dont really know whats next but i aint even trippin' i'ma chill and sit back and i know they will be coming from the right and the left left left i just broke up with my ex and you're the one im feeling as i'm laying on your chest good conversation got me holding my breath and i dont normally say this but goddamn you the best best best   just let me looooooolove you you just let me looooooolove you you just let me looooooolove you you just let me looooooolove you you   as i'm laying on your chest i'll be out here thinkin' 'bout it boy it's just a guess but something just keeps telling me i'm better than the rest and i ain't tryna rush you but goddamn i'm a mess mess mess   just let me looooooolove you you just let me looooooolove you you just let me looooooolove you you just let me looooooolove you you  4 been friends for a minute so you know just what i like you know my mind even seen boys come and go so you know what makes me cry see you're the one that treat me right     you're no good but it's time i love you baby just let me looooooolove you you just let me looooooolove you you but it's time i love you yeah yeah ah just let me looooooolove you you she's looking for love i'm looking for love just let me looooooolove you you she's looking for love you're looking for love baby just let me looooooolove you you she's looking for love just let me looooooolove you you i'm looking for love babe she's just looking for love she's just looking for love,2020
Ariana Grande,Prelude / Be Alright [DWT Version],,2017-02-03,i'm talkin' trips to puerto rico say the word and we go you can be my freaka girl i'll be a fleeko mamacita i will never make a promise that i can't keep i promise that your smile   midnight shadows when finding love is a battle but daylight is so close so don't you worry 'bout a thing   we're gonna be alright we're gonna be alright we're gonna be alright  refrain baby don't you know all of them tears gon' come and go baby you just gotta make up your mind that every little thing is gonna be alright baby don't you know all of them tears gon' come and go baby you just gotta make up your mind we decide it   we're gonna be alright we're gonna be alright we're gonna be alright   in slow motion can't seem to get where we're going but the hard times are golden cause they all lead to better days   we're gonna be alright we're gonna be alright we're gonna be alright  refrain baby don't you know all of them tears gon' come and go baby you just gotta make up your mind that every little thing is gonna be alright baby don't you know all of them tears gon' come and go baby you just gotta make up your mind we decide it   we're gonna be alright we're gonna be alright ooh baby we're gonna be alright we're gonna be alright,2017
Ariana Grande,Baby I (a-Director’s Cut Radio Edit),The Remix,2015-05-25,baby i got love for thee so deep inside of me i dont know where to start yeah yeah i love you more than anything but the words cant even touch whats in my heart no no  pre  when i try to explain it i be sounding insane the words dont ever come out right i get all tonguetied and twisted i cant explain what im feeling and i say baby baby ohwoah ohwoah baby   baby i oh baby oh baby my baby baby i oh baby baby i baby i all im tryna say is youre my everything baby but every time i try to say it words they only complicate it baby baby ohwoah ohwoah baby baby i oh baby oh baby my baby baby i oh baby baby i baby i all im tryna say is youre my everything baby but every time i try to say it words they only complicate it baby baby ohwoah ohwoah  break baby i   baby im so down for you no matter what you do real talk ill be around yeah yeah ooh baby see baby i been feeling you before i even knew what feelings were about oh baby  pre  when i try to explain it i be sounding all crazy words dont ever come out right i get all tonguetied and twisted i cant explain what im feeling and i say baby baby ohwoah ohwoah baby   baby i oh baby oh baby my baby baby i oh baby baby i baby i all im tryna say is youre my everything baby but every time i try to say it words they only complicate it baby baby ohwoah ohwoah baby baby oh baby oh baby my baby baby i oh baby baby i baby i all im tryna say is youre my everything baby but every time i try to say it words they only complicate it baby baby ohwoah ohwoah   straight up you got me all in how could i not be i sure hope you know i sure hope you know if its even possible i love you more than the word love can say yeah its better not explaining that's why i keep saying   baby i oh baby oh baby my baby baby i oh baby baby i baby i all im tryna say is youre my everything baby but every time i try to say it words they only complicate it baby baby ohwoah ohwoah baby baby baby baby i oh baby oh baby my baby baby i oh baby baby i baby i all im tryna say is youre my everything baby but every time i try to say it words they only complicate it every time i try to say it words they only complicate it every time i try to say it words they only complicate it baby baby ohwoah ohwoah baby baby,2015
Ariana Grande,Honesty,Unreleased Songs,2010-01-10,snippet  dont talk back feel the honesty,2010
Ariana Grande,Love Me Harder (Gregor Salto Amsterdam Mix),The Remix,2015-05-25,'cause if you want to keep me you gotta gotta gotta gotta got to love me harder and if you really need me you gotta gotta gotta gotta got to love me harder lolove me harder oohoohoohooh love me love me love me oohoohoohooh harder harder harder   drop   'cause if you want to keep me you gotta gotta gotta gotta got to love me harder and if you really need me you gotta gotta gotta gotta got to love me harder lolove me harder oohoohoohooh love me love me love me oohoohoohooh harder harder harder   drop,2015
Ariana Grande,Into You (Grey Remix),,2017-09-07,i'm so into you i can barely breathe and all i wanna do is to fall in deep but close ain't close enough 'til we cross the line hey yeah so name a game to play and i'll roll the dice hey  pre oh baby look what you started the temperature's rising in here is this gonna happen been waiting and waiting for you to make a move before i make a move   so baby come light me up and maybe i'll let you on it a little bit dangerous but baby that's how i want it a little less conversation and a little more touch my body 'cause im so into you into you into you  got everyone watchin' us so baby let's keep this secret a little bit scandalous but baby dont let them see it a little less conversation and a little more touch my body 'cause im so into you into you into you oh yeah   this could take some time hey made too many mistakes better get this right right baby  pre oh baby look what you started the temperature's rising in here is this gonna happen been waiting and waiting for you to make a move before i make a move   so baby come light me up and maybe i'll let you on it a little bit dangerous but baby that's how i want it a little less conversation and a little more touch my body 'cause im so into you into you into you  got everyone watchin' us so baby let's keep this secret a little bit scandalous but baby dont let them see it a little less conversation and a little more touch my body 'cause im so into you into you into you oh yeah 'cause i'm so into you  got everyone watchin' us so baby let's keep this secret a little bit scandalous but baby dont let them see it a little less conversation and a little more touch my body 'cause im so into you into you into you oh yeah 'cause i'm so into you,2017
Ariana Grande,Love,,2013-09-06,love i have such a deep love in me for you i love you more than anything but words cannot touch what is in my heart when i try to explain i'm getting a little crazy i cannot express i retire i can't explain how i feel and i say love love oh love my love oh love love oh i'm trying to say that you are my everything but every time i try to say they just copulate and i say love love love i've never felt that way before what i feel about you is unique keep i belong to you if possible to tell you i love you so much words are not enough oh love my love oh love love oh i'm trying to tell you that you are my everything but every time i try to tell you they just get complicated and i say love oh love love love oh ooh every time i try to tell you that you are my everything they just get complicated every time i try to tell you that you are my everything they just get complicated oh love my love oh love love love love love love laugh,2013
Ariana Grande,Breathin (SG Lewis Remix),,2018-12-03,all i need is to see your face   some days things just take way too much of my energy i look up and the whole room's spinning you take my cares away i can so overcomplicate people tell me to medicate  pre  feel my blood runnin' swear the sky's fallin' i know that all this shit's fabricated ooh time goes by and i can't control my mind don't know what else to try but you tell me every time just keep breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin'   and just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep keep on breathin' just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep keep on breathin' mm  post just keep breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin' and breathin'   sometimes it's hard to find find my way up into the clouds tune it out they can be so loud you remind me of a time when things weren't so complicated all i need is to see your face  pre  feel my blood runnin' swear the sky's fallin' i know that all this shit's fabricated ooh time goes by and i can't control my mind don't know what else to try but you tell me every time   just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep i keep on breathin' just keep breathin' and breathin' and breathin' and breathin' and oh i gotta keep i keep on breathin' mmm yeah   my my air my my air my my air my air my my air my my air my my air yeah all i need is to see your face,2018
Ariana Grande,One Last Time [DWT Version],,None,i was a liar i gave into the fire i know i should've fought it at least i'm being honest feel like a failure 'cause i know that i failed you i should've done you better 'cause you don't want a liar come on  and i know and i know and i know she gives you everything but boy i couldn't give it to you and i know and i know and i know that you got everything but i got nothing here without you  so one last time i need to be the one who takes you home one more time i promise after that i'll let you go baby i don't care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home  so one last time i need to be the one who takes you home one more time i promise after that i'll let you go baby i don't care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home yeah  one last time i need to be the one who takes you home,None
Ariana Grande,Problem (Dave Aude Twerk Edit),The Remix,2015-05-25,ariana grande hey baby even though i hate ya i wanna love ya i want you and even though i can't forgive ya i really want to i want you tell me tell me baby why can't you leave me 'cause even though i shouldn't want it i gotta have it i want you  prehook ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got  hook big sean  ariana grande one less problem without ya i got one less problem without ya i got one less problem without ya i got one less one less problem one less problem without ya i got one less problem without ya i got one less problem without ya i got one less one less problem   ariana grande i know you're never gonna wake up i gotta give up but it's you i know i shouldn't ever call back or let you come back but it's you every time you touch me and say you love me i get a little bit breathless i shouldn't want it but it's you  prehook ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got  hook big sean  ariana grande one less problem without ya i got one less problem without ya i got one less problem without ya i got one less one less problem one less problem without ya i got one less problem without ya ooh babe i got one less problem without ya ooh woah i got one less one less problem   iggy azalea it's iggy iggs uh what you got smart money bettin' i'll be better off without you in no time i'll be forgettin' all about you you sayin' that you know but i really really doubt you understand my life is easy when i ain't around you iggy iggy too biggie to be here stressin' i'm thinkin' i love the thought of you more than i love your presence and the best thing now is probably for you to exit i let you go let you back i finally learned my lesson no halfsteppin' either you want it or you just playin' i'm listenin' to you knowin' i can't believe what you're sayin' there's a million you's baby boo so don't be dumb i got 99 problems but you won't be one like what   ariana grande one less one less problem one less one less problem  prehook ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got  break ariana grande hey no babe ooh i got one less one less problem baby  hook big sean  ariana grande one less problem without ya i got one less problem without ya woo hey i got one less problem without ya i got one less one less problem problem one less problem without ya hey i got one less one less yeah i got one less one less problem,2015
Ariana Grande,Close Friends,,None,lyrics for this song have yet to be released please check back once the song has been released,None
Ariana Grande,Break Free (Avicii Remix),,None,if you want it take it i should've said it before tried to hide it fake it i can't pretend anymore  pre i only wanna die alive never by the hands of a broken heart i don't wanna hear you lie tonight now that i've become who i really am   this is the part when i say i don't want ya i'm stronger than i've been before this is the part when i break free 'cause i can't resist it no more i can't resist it no more more more more i can't resist it no more more more i'm stronger than i've been before break free 'cause i can't resist it no more i'm stronger than i've been before break free   you were better deeper i was under your spell yeah like a deadly fever yeah babe on the highway to hell yeah  pre i only wanna die alive never by the hands of a broken heart i don't wanna hear you lie tonight now that i've become who i really am   this is the part when i say i don't want ya i'm stronger than i've been before this is the part when i break free 'cause i can't resist it no more i can't resist it no more more more more i can't resist it no more more more i'm stronger than i've been before break free 'cause i can't resist it no more i'm stronger than i've been before break free 'cause i can't resist it no more   no more baby oohoohooh thought of your body i came alive it was lethal it was fatal in my dreams it felt so right but i woke up every time   this is the part when i say i don't want ya i'm stronger than i've been before i can't resist it no more i'm stronger than i've been before break free 'cause i can't resist it no more this is the part when i break free i'm stronger than i've been before this is the part when i break free 'cause i can't resist it no more i can't resist it no more i'm stronger than i've been before this is the part when i break free i can't resist it no more i can't resist it no more more,None
Ariana Grande,Love Me Harder (Kassiano Remix),The Remix,2015-05-25,'cause if you want to keep me you gotta gotta gotta gotta got to love me harder hey hey hey hey hey  drop hey hey hey hey hey hey hey hey   'cause if you want to keep me you gotta gotta gotta gotta got to love me harder hey hey hey hey hey  drop hey hey hey hey hey hey hey hey,2015
Ariana Grande,Vienna (cover song),,2011-10-29,slow down you crazy child you're  so ambitious for a juvenile but  then if you're so smart then tell me why are you still so afraid  where's the fire what's the hurry about you'd  better cool it off before you burn it out you've  got so much to do and only so many hours in a day  but  you know that when the truth is told that you can get what you want or you get old you're gonna kick off before you even get halfway through when  will you realize vienna waits for you  slow down you're doing fine you can't be everything you want to be before your time although it's so romantic on the borderline tonight tonight too bad but it's the life you lead you're so ahead of yourself that you forgot what you need though you can see when you're wrong you know you can't always see when you're right you're right  you've got your passion you've got your pride but don't you know that only fools are satisfied dream on but don't imagine they'll all come true when will you realize vienna waits for you  slow down you crazy child and take the phone off the hook and disappear for awhile it's all right you can afford to lose a day or two when will you realize vienna waits for you and you know that when the truth is told that you can get what you want or you can just get old you're gonna kick off before you even get half through why don't you realize vienna waits for you when will you realize vienna waits for you,2011
Ariana Grande,Unknown,,None,lyrics for this song have yet to be released please check back once the song has been released,None
Ariana Grande,False Romance,,None,such a shame to me to fall for the schemes i was loving the script but didn't work the scenes half way we walked to end up everything  so dumb i never could see what it really was you trying to play with me and i never realized  pre  you said you were giving up that it wasn't working well thinking bout you every night and day used me just to show and tell   somethings gotta give to be happy and i know it was only killing me i was dying slowly with this dance you pretended everything in this false romance  you did our love turn into a movie feels like is missing something in me lost you to love me finally everything in this romance was false baby yeah  now i don't believe in no one more you hit me like a bullet to the core took me time to close this door our love is not something anymore or maybe in here never existed love  this is the last dance i learn to take chances i'm finally breathing after drowned in this false romance  so dumb i never could see what it really was you trying to play with me and i never realized  pre  you said you were giving up that it wasn't working well thinking bout you every night and day used me just to show and tell   somethings gotta give to be happy and i know it was only killing me i was dying slowly with this dance you pretended everything in this false romance  you did our love turn into a movie feels like is missing something in me lost you to love me finally everything in this romance was false baby yeah   oh romance i fell so easily for your plans it is so hard to live knowing that you'll never be back but never had something between us it was all pretended now just last to us to be happy we false romantics  oh romance i fell so easily for your plans it is so hard to live knowing that you'll never be back but never had something between us it was all pretended now just last to us to be happy we false romantics  somethings gotta give yeah yuh dying slowly with this dance baby,None
Ariana Grande,Indica,,None,lyrics for this song have yet to be released please check back once the song has been released,None
